task_id,dataset_name,model_name,horizon,n_support,n_query,seasonal_period,rmse,mae,smape
btc_task_020,BTC,Theta,5,,229,,474.78036999701976,312.73930422189585,0.006721811911981434
btc_task_021,BTC,AdaptSmooth-Chronos2,5,,146,,182.79493694433842,111.03890598838086,0.005596029682844547
btc_task_021,BTC,AutoARIMA,5,,146,,188.2653100770178,118.26393690275981,0.005956925082653005
btc_task_021,BTC,Chronos2,5,,146,,185.60240901874545,117.4355479452055,0.005919923437758176
btc_task_021,BTC,ChronosBolt_Mini,5,,146,,181.83406552196595,111.27664383561648,0.005610035814914277
btc_task_021,BTC,ChronosBolt_Tiny,5,,146,,183.1590550287949,113.31116438356165,0.005712327219972032
btc_task_021,BTC,Drift,5,,146,,184.91983945392917,110.90944405259741,0.005589101806713948
btc_task_021,BTC,ETS,5,,146,,184.92008240574717,110.90961898891535,0.005589110530136303
btc_task_021,BTC,LocalDLinear_L5_K3_ep20,5,,146,,192.30809768385268,126.44565871147253,0.006371203360962726
btc_task_021,BTC,LocalFITS_L5_Cauto_ep20,5,,146,,185.611250808562,112.57853007277404,0.005675258520185167
